Country/Region,Province/State,ISO3166:2,ISO3166:3,ISO3166:#,Name,Population,GDP (Total),Life Expectancy (Male),Life Expectancy (Female),Date,Confirmed (Total),Deaths (Total),Recovered (Total),Active (Total),"Confirmed (Total, normalised)","Deaths (Total, normalised)","Recovered (Total, normalised)","Confirmed (Total, log)","Deaths (Total, log)","Recovered (Total, log)",Confirmed (Daily),Deaths (Daily),Recovered (Daily),Net Cases (Daily),"Confirmed (Daily, log)","Deaths (Daily, log)","Recovered (Daily, log)","Confirmed (Daily, log growth)","Deaths (Daily, log growth)","Recovered (Daily, log growth)"
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-22,0.0,0.0,0.0,,0.0,0.0,0.0,-inf,-inf,-inf,,,,,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-24,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,1.0,0.0,0.0,1.0,inf,,,inf,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-25,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-26,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-27,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-28,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-02-29,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-01,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-02,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-03,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-04,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-05,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-06,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-07,1.0,0.0,0.0,1.0,0.026901689872692057,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-08,4.0,0.0,0.0,4.0,0.10760675949076823,0.0,0.0,2.0,-inf,-inf,3.0,0.0,0.0,3.0,2.0,,,3.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-09,4.0,0.0,0.0,4.0,0.10760675949076823,0.0,0.0,2.0,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-10,5.0,0.0,0.0,5.0,0.1345084493634603,0.0,0.0,2.321928094887362,-inf,-inf,1.0,0.0,0.0,1.0,0.3219280948873622,,,0.24999999999999978,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-11,7.0,0.0,0.0,7.0,0.18831182910884442,0.0,0.0,2.807354922057604,-inf,-inf,2.0,0.0,0.0,2.0,0.485426827170242,,,0.40000000000000013,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-12,7.0,0.0,0.0,7.0,0.18831182910884442,0.0,0.0,2.807354922057604,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-13,7.0,0.0,0.0,7.0,0.18831182910884442,0.0,0.0,2.807354922057604,-inf,-inf,0.0,0.0,0.0,0.0,0.0,,,0.0,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-14,11.0,0.0,0.0,11.0,0.2959185885996126,0.0,0.0,3.4594316186372973,-inf,-inf,4.0,0.0,0.0,4.0,0.6520766965796931,,,0.5714285714285714,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-15,16.0,0.0,0.0,16.0,0.4304270379630729,0.0,0.0,4.0,-inf,-inf,5.0,0.0,0.0,5.0,0.5405683813627027,,,0.4545454545454546,,
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-16,21.0,0.0,1.0,20.0,0.5649354873265332,0.0,0.026901689872692057,4.392317422778761,-inf,0.0,5.0,0.0,1.0,4.0,0.3923174227787607,,inf,0.31250000000000044,,inf
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-17,22.0,0.0,1.0,21.0,0.5918371771992252,0.0,0.026901689872692057,4.459431618637297,-inf,0.0,1.0,0.0,0.0,1.0,0.06711419585853662,,0.0,0.04761904761904745,,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-18,22.0,0.0,1.0,21.0,0.5918371771992252,0.0,0.026901689872692057,4.459431618637297,-inf,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-19,22.0,0.0,1.0,21.0,0.5918371771992252,0.0,0.026901689872692057,4.459431618637297,-inf,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-20,24.0,0.0,1.0,23.0,0.6456405569446094,0.0,0.026901689872692057,4.584962500721156,-inf,0.0,2.0,0.0,0.0,2.0,0.12553088208385876,,0.0,0.09090909090909083,,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-21,24.0,0.0,1.0,23.0,0.6456405569446094,0.0,0.026901689872692057,4.584962500721156,-inf,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-22,40.0,1.0,1.0,38.0,1.0760675949076823,0.026901689872692057,0.026901689872692057,5.321928094887363,0.0,0.0,16.0,1.0,0.0,15.0,0.7369655941662066,inf,0.0,0.6666666666666672,inf,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-23,40.0,1.0,1.0,38.0,1.0760675949076823,0.026901689872692057,0.026901689872692057,5.321928094887363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-24,74.0,1.0,1.0,72.0,1.990725050579212,0.026901689872692057,0.026901689872692057,6.20945336562895,0.0,0.0,34.0,0.0,0.0,34.0,0.8875252707415875,0.0,0.0,0.8500000000000001,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-25,84.0,2.0,2.0,80.0,2.259741949306133,0.053803379745384114,0.053803379745384114,6.392317422778761,1.0,1.0,10.0,1.0,1.0,8.0,0.18286405714981058,1.0,1.0,0.1351351351351351,1.0,1.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-26,94.0,4.0,2.0,88.0,2.5287588480330534,0.10760675949076823,0.053803379745384114,6.554588851677638,2.0,1.0,10.0,2.0,0.0,8.0,0.1622714288988769,1.0,0.0,0.11904761904761885,1.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-27,110.0,4.0,2.0,104.0,2.9591858859961264,0.10760675949076823,0.053803379745384114,6.78135971352466,2.0,1.0,16.0,0.0,0.0,16.0,0.22677086184702233,0.0,0.0,0.17021276595744683,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-28,110.0,4.0,2.0,104.0,2.9591858859961264,0.10760675949076823,0.053803379745384114,6.78135971352466,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-29,120.0,4.0,2.0,114.0,3.228202784723047,0.10760675949076823,0.053803379745384114,6.906890595608519,2.0,1.0,10.0,0.0,0.0,10.0,0.12553088208385876,0.0,0.0,0.09090909090909083,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-30,170.0,4.0,2.0,164.0,4.57328727835765,0.10760675949076823,0.053803379745384114,7.409390936137702,2.0,1.0,50.0,0.0,0.0,50.0,0.502500340529183,0.0,0.0,0.4166666666666665,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-03-31,174.0,4.0,5.0,165.0,4.680894037848418,0.10760675949076823,0.1345084493634603,7.442943495848728,2.0,2.321928094887362,4.0,0.0,3.0,1.0,0.03355255971102622,0.0,1.3219280948873622,0.023529411764705577,0.0,1.4999999999999996
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-01,237.0,4.0,5.0,228.0,6.375700499828018,0.10760675949076823,0.1345084493634603,7.888743248898259,2.0,2.321928094887362,63.0,0.0,0.0,63.0,0.44579975304953123,0.0,0.0,0.36206896551724177,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-02,273.0,6.0,10.0,257.0,7.344161335244931,0.16141013923615236,0.2690168987269206,8.092757140919852,2.584962500721156,3.321928094887362,36.0,2.0,5.0,29.0,0.20401389202159326,0.5849625007211561,1.0,0.1518987341772151,0.5,1.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-03,281.0,6.0,10.0,265.0,7.559374854226468,0.16141013923615236,0.2690168987269206,8.134426320220927,2.584962500721156,3.321928094887362,8.0,0.0,0.0,8.0,0.041669179301074166,0.0,0.0,0.029304029304029644,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-04,299.0,7.0,10.0,282.0,8.043605271934926,0.18831182910884442,0.2690168987269206,8.224001674198105,2.807354922057604,3.321928094887362,18.0,1.0,0.0,17.0,0.0895753539771782,0.2223924213364481,0.0,0.06405693950177871,0.16666666666666674,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-05,349.0,7.0,15.0,327.0,9.388689765569529,0.18831182910884442,0.4035253480903809,8.447083226209653,2.807354922057604,3.9068905956085187,50.0,0.0,5.0,45.0,0.2230815520115481,0.0,0.5849625007211565,0.1672240802675593,0.0,0.5000000000000004
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-06,367.0,11.0,18.0,338.0,9.872920183277985,0.2959185885996126,0.48423041770845704,8.519636252843213,3.4594316186372973,4.169925001442312,18.0,4.0,3.0,11.0,0.07255302663356034,0.6520766965796931,0.26303440583379345,0.05157593123209159,0.5714285714285714,0.19999999999999973
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-07,423.0,14.0,18.0,391.0,11.37941481614874,0.37662365821768884,0.48423041770845704,8.72451385311995,3.807354922057604,4.169925001442312,56.0,3.0,0.0,53.0,0.20487760027673652,0.34792330342030686,0.0,0.15258855585831022,0.2727272727272727,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-08,444.0,14.0,29.0,401.0,11.944350303475273,0.37662365821768884,0.7801490063080696,8.794415866350105,3.807354922057604,4.857980995127572,21.0,0.0,11.0,10.0,0.06990201323015555,0.0,0.6880559936852597,0.0496453900709215,0.0,0.6111111111111112
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-09,484.0,15.0,32.0,437.0,13.020417898382956,0.4035253480903809,0.8608540759261458,8.918863237274595,3.9068905956085187,5.0,40.0,1.0,3.0,36.0,0.12444737092448932,0.09953567355091453,0.14201900487242813,0.09009009009009072,0.0714285714285714,0.10344827586206917
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-10,521.0,15.0,32.0,474.0,14.015780423672563,0.4035253480903809,0.8608540759261458,9.025139562278508,3.9068905956085187,5.0,37.0,0.0,0.0,37.0,0.10627632500391293,0.0,0.0,0.076446280991735,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-11,555.0,18.0,32.0,505.0,14.93043787934409,0.48423041770845704,0.8608540759261458,9.116343961237469,4.169925001442312,5.0,34.0,3.0,0.0,31.0,0.09120439895896126,0.26303440583379345,0.0,0.06525911708253451,0.19999999999999973,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-12,607.0,18.0,32.0,557.0,16.32932575272408,0.48423041770845704,0.8608540759261458,9.245552706255681,4.169925001442312,5.0,52.0,0.0,0.0,52.0,0.12920874501821267,0.0,0.0,0.09369369369369296,0.0,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-13,665.0,21.0,32.0,612.0,17.889623765340215,0.5649354873265332,0.8608540759261458,9.377210530388552,4.392317422778761,5.0,58.0,3.0,0.0,55.0,0.13165782413287097,0.22239242133644854,0.0,0.0955518945634275,0.16666666666666718,0.0
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-14,714.0,23.0,40.0,651.0,19.20780656910213,0.6187388670719173,1.0760675949076823,9.479780264029099,4.523561956057013,5.321928094887363,49.0,2.0,8.0,39.0,0.10256973364054645,0.13124453327825236,0.3219280948873626,0.07368421052631491,0.09523809523809512,0.2500000000000002
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-15,784.0,25.0,43.0,716.0,21.090924860190572,0.6725422468173015,1.1567726645257586,9.614709844115207,4.643856189774724,5.426264754702098,70.0,2.0,3.0,65.0,0.13492958008610856,0.12029423371771131,0.10433665981473528,0.0980392156862746,0.08695652173913015,0.07499999999999973
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-16,840.0,30.0,54.0,756.0,22.597419493061327,0.8070506961807618,1.452691253125371,9.714245517666123,4.906890595608519,5.754887502163468,56.0,5.0,11.0,40.0,0.09953567355091586,0.26303440583379434,0.3286227474613703,0.07142857142857251,0.2000000000000004,0.2558139534883719
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-17,906.0,30.0,99.0,777.0,24.372931024659003,0.8070506961807618,2.663267297396514,9.823367240046235,4.906890595608519,6.6293566200796095,66.0,0.0,45.0,21.0,0.10912172238011131,0.0,0.8744691179161412,0.07857142857142763,0.0,0.8333333333333335
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-18,933.0,30.0,112.0,791.0,25.099276651221686,0.8070506961807618,3.0129892657415107,9.86573327085176,4.906890595608519,6.807354922057604,27.0,0.0,13.0,14.0,0.0423660308055247,0.0,0.17799830197799427,0.029801324503311966,0.0,0.13131313131313105
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-19,996.0,33.0,131.0,832.0,26.79408311320129,0.8877557657988379,3.5241213733226595,9.960001932068081,5.044394119358453,7.03342300153745,63.0,3.0,19.0,41.0,0.09426866121632216,0.1375035237499347,0.22606807947984642,0.067524115755627,0.09999999999999987,0.16964285714285743
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-20,1026.0,36.0,135.0,855.0,27.601133809382052,0.9684608354169141,3.6317281328134277,10.002815015607053,5.169925001442312,7.076815597050831,30.0,3.0,4.0,23.0,0.04281308353897195,0.12553088208385876,0.043392595513380705,0.030120481927710108,0.09090909090909083,0.03053435114503822
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-21,1092.0,36.0,150.0,906.0,29.376645340979724,0.9684608354169141,4.035253480903808,10.092757140919852,5.169925001442312,7.22881869049588,66.0,0.0,15.0,51.0,0.08994212531279899,0.0,0.1520030934450496,0.06432748538011746,0.0,0.11111111111111072
Afghanistan,All,AF,AFG,004,Afghanistan,37172386.0,19362969582.3643,63.047,66.026,2020-04-22,1176.0,40.0,166.0,970.0,31.63638729028586,1.0760675949076823,4.465680518866882,10.199672344836364,5.321928094887363,7.3750394313469245,84.0,4.0,16.0,64.0,0.1069152039165111,0.15200309344505047,0.14622074085104408,0.0769230769230762,0.11111111111111138,0.10666666666666691
Albania,All,AL,ALB,008,Albania,2866376.0,15102500898.238,76.816,80.167,2020-01-22,0.0,0.0,0.0,,0.0,0.0,0.0,-inf,-inf,-inf,,,,,,,,,,
Albania,All,AL,ALB,008,Albania,2866376.0,15102500898.238,76.816,80.167,2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Albania,All,AL,ALB,008,Albania,2866376.0,15102500898.238,76.816,80.167,2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Albania,All,AL,ALB,008,Albania,2866376.0,15102500898.238,76.816,80.167,2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Albania,All,AL,ALB,008,Albania,2866376.0,15102500898.238,76.816,80.167,2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
Albania,All,AL,ALB,008,Albania,2866376.0,15102500898.238,76.816,80.167,2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,,,,,,
